City,State,population,Poverty,Diversity,Employment,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Mean,Income,Stdev,Income
Mitchell,IN,431816,49.8,5860.44,1256922.16,655,209,323,996,764,1286,394,1370,354,954,1223,77,1227,394,1285,781,378,345,535,345
Moab,UT,423412,156.0,4088.6949999999997,594441.2,961,547,531,894,742,23,776,545,1288,525,244,639,1294,789,657,654,172,856,791,856
Mobile,AL,11693044,75.5,4049.9500000000003,10391104.16,958,626,1212,1030,352,852,56,917,776,685,371,738,261,470,1330,664,1222,306,353,306
Moca,PR,1752344,175.5,1859.44,562997.6,810,269,602,600,1137,806,698,981,367,473,800,643,939,568,485,396,855,19,279,19
Moline,IL,1932436,62.699999999999996,4841.820000000001,4161340.08,743,1324,1203,1104,1316,1351,1241,799,49,152,696,81,679,1266,1363,657,178,428,31,428
Monmouth,OR,486244,54.099999999999994,5089.81,1987792.96,1121,201,369,106,702,181,993,1372,1355,383,570,374,1195,269,157,330,484,673,981,673
Monongahela,PA,488796,38.4,5699.22,6063899.6,1300,337,526,1143,1243,1043,634,806,896,853,1372,1208,1155,1091,965,659,914,1095,389,1095
Monterey,TN,365552,97.8,5906.960000000001,365086.07999999996,960,1032,398,1102,364,487,603,258,14,836,1036,253,343,140,359,660,1310,1122,491,1122
Montgomery,AL,9298432,89.4,3060.0,6029151.359999999,951,1151,210,127,385,981,1122,469,297,834,929,948,108,527,774,771,1215,1342,1187,1342
Monticello,AR,665148,104.4,4495.6100000000015,448109.36,280,1003,498,384,113,202,97,298,347,491,494,1217,501,1026,648,662,1359,1251,738,1251
Monticello,FL,568480,61.3,4064.7,301085.27999999997,837,94,1095,288,166,72,1185,254,795,31,904,9,1152,463,956,777,774,1328,824,1328
Monticello,KY,869660,98.8,5778.280000000002,366113.76,995,1230,479,557,679,1224,1279,594,349,859,108,746,440,1371,802,374,494,1245,885,1245
Monticello,NY,490688,68.7,4838.29,1960825.2,1325,1035,1163,1299,108,971,432,247,836,832,315,923,211,96,688,689,1361,1055,843,1055
Morenci,AZ,126456,49.099999999999994,3754.5800000000004,203828.8,1052,1122,1329,79,780,1288,499,810,398,1184,205,228,350,918,910,753,849,342,288,342
Moreno Valley,CA,8485268,63.400000000000006,3275.25,55973168.08,535,392,213,224,860,622,557,856,837,823,1165,965,1130,690,560,352,373,277,713,277
Morgantown,KY,458128,121.3,5867.75,304421.51999999996,99,699,966,868,1192,789,822,1165,33,796,751,786,1090,447,1261,732,1007,750,763,750
Morovis,PR,1419044,177.89999999999998,1890.76,596933.84,169,640,133,1246,247,353,917,84,422,820,597,731,1283,29,687,710,1206,478,1215,478
Morris,MN,287716,37.4,5576.040000000001,307647.92,490,856,380,952,1011,1323,44,1086,1125,1305,1041,937,1310,1305,972,463,1212,751,731,751
Morrisville,NY,185064,48.0,5731.38,2007998.3199999998,1165,709,665,899,652,608,457,230,852,850,857,243,1173,103,1205,729,879,1265,1075,1265
Moscow,PA,591316,58.400000000000006,5490.650000000001,5933681.680000001,1166,713,1197,1045,148,1304,319,232,271,868,1030,1092,1352,601,155,364,542,1182,823,1182
Mosheim,TN,217580,84.7,5741.210000000001,1712469.04,447,844,723,789,351,354,323,95,608,225,951,702,1168,861,874,545,1075,626,660,626
Moss Point,MS,1377024,55.199999999999996,4559.12,3576855.92,565,824,1047,412,550,950,296,112,431,869,799,1019,515,562,80,557,707,757,537,757
Moulton,AL,604252,67.9,4835.120000000001,772787.36,345,484,536,51,1287,223,647,868,1086,633,795,1046,1308,326,501,724,926,546,119,546
Moultrie,GA,1018028,105.2,4117.000000000001,1116248.56,787,642,1211,214,31,220,1300,1362,177,1081,435,630,263,900,1179,438,922,647,159,647
Mounds,OK,312532,81.6,4048.91,909732.48,122,922,78,1044,992,175,867,274,748,809,760,99,858,570,16,722,498,948,833,948
Mount Airy,NC,1650924,73.3,5357.87,1830776.0799999998,1194,737,716,147,897,1117,420,654,285,679,1143,1306,370,542,347,547,1188,173,739,173
Mount Carmel,IL,433224,43.9,5834.530000000002,334801.83999999997,957,958,786,524,1186,631,1116,460,579,1114,915,204,857,260,458,720,781,925,157,925
Mount Pleasant,IA,529496,58.7,5512.93,546913.52,963,1250,548,1115,1049,1069,127,101,1068,1300,1334,943,903,847,944,550,788,613,863,613
Mount Pleasant,MI,2171400,79.8,5352.670000000001,2031831.7599999998,133,791,1341,527,427,450,83,761,818,1264,1195,1133,1050,666,568,725,673,1167,1315,1167
Mount Pleasant,PA,702944,41.6,5768.75,10551025.92,332,49,1073,1095,1020,1093,182,553,393,940,440,474,337,256,882,734,1225,1300,478,1300
Mount Vernon,KY,403876,179.60000000000002,5894.695000000001,1709032.48,413,685,942,453,489,192,1008,415,234,699,1103,666,405,198,844,542,412,142,187,142
Mountain View,CA,3231800,31.3,2758.4200000000005,55669937.04,220,1199,759,98,442,1153,748,441,918,204,1159,291,641,482,300,559,536,885,199,885
Muenster,TX,121572,57.9,5022.2699999999995,1095403.9999999998,1075,474,791,516,1096,1182,766,290,20,835,611,1333,1070,796,116,752,1073,651,720,651
Muncie,IN,4040080,74.0,5424.43,3148680.7199999997,473,21,1280,78,524,215,481,100,526,226,165,704,1097,91,712,751,588,358,73,358
Mundelein,IL,1623116,37.4,4378.669999999999,20609016.88,1153,4,1371,695,647,297,1014,299,765,399,933,649,1104,523,893,372,191,662,774,662
Murphysboro,IL,667480,95.1,4819.38,1558286.0799999998,69,771,525,788,851,20,921,772,459,312,1285,852,768,691,17,343,1195,413,153,413
Muscoda,WI,131736,53.8,5831.39,506773.75999999995,1265,1241,512,48,1246,1050,98,1323,5,46,965,578,781,344,125,694,125,1067,1080,1067
Nahunta,GA,226732,70.4,5698.469999999999,407908.88,1060,424,737,786,608,58,510,935,72,799,630,495,1286,1148,745,696,417,939,929,939
Nancy,KY,253528,101.0,5772.160000000001,406698.72,1192,506,491,303,803,685,68,1194,907,311,1311,728,699,712,1338,697,266,96,325,96
Nantucket,MA,427284,47.6,4961.7699999999995,374463.19999999995,1277,14,506,826,864,683,383,642,1083,189,748,1342,507,201,1034,537,1094,6,852,6
Naranjito,PR,1344024,162.4,1848.6599999999999,445610.48,1204,1341,1323,29,967,1315,771,1366,664,1177,418,251,107,487,515,453,952,1278,58,1278
Narrows,VA,187176,38.400000000000006,5732.94,152584.24,1239,436,741,61,1312,837,1244,1282,1350,310,202,669,232,911,390,562,1083,604,1143,604
Nashville,TN,18685348,77.6,4011.69,20766400.639999997,3,899,781,450,576,839,809,757,231,24,500,809,631,1056,1280,704,833,739,24,739
Natchez,MS,1394624,133.1,3148.0899999999997,652826.96,428,1079,546,1310,984,765,675,453,869,710,658,230,235,406,495,468,92,1124,131,1124
Natchitoches,LA,1203312,103.8,3822.43,878795.0399999999,74,676,937,1307,228,392,1165,695,1030,697,952,956,834,135,1305,706,927,249,183,249
Naylor,MO,71016,89.0,5806.970000000001,333579.92,454,938,764,149,798,5,841,526,1171,538,852,585,193,1131,672,740,1357,1262,169,1262
Neopit,WI,45144,141.2,861.57,85882.56,489,356,1126,359,830,1368,892,1153,228,594,1214,226,1092,253,463,737,890,1008,1195,1008
Neosho,MO,1040248,82.5,5046.47,580616.24,104,934,1204,41,898,553,60,340,850,315,947,1131,688,516,1010,645,413,440,453,440
Nevada,MO,581328,79.8,5772.760000000001,574710.88,436,319,931,442,487,224,439,554,279,1304,94,1101,1334,435,1219,787,954,206,819,206
Nevis,MN,103796,45.800000000000004,5711.650000000001,576276.0,217,306,1065,55,1366,863,700,881,324,370,1265,1105,677,99,1028,772,298,791,576,791
New Bern,NC,2796508,104.5,4259.06,245417.91999999998,948,195,1190,596,622,144,302,1306,1162,1294,294,409,243,1320,282,446,1078,746,710,746
New Boston,IL,65472,35.6,5877.040000000001,460377.43999999994,1182,462,513,1364,656,771,1252,1121,9,1331,297,1329,1129,759,415,807,641,228,701,228
New Brighton,PA,550924,49.9,5563.84,4913879.359999999,1198,563,396,1359,636,666,1214,491,246,737,298,996,698,1343,957,499,397,210,379,210
New Cumberland,WV,270292,74.6,5785.75,805031.0399999999,240,1004,845,9,631,943,155,429,889,1330,1017,1058,1032,901,1208,430,526,764,539,764
New Holland,PA,583440,41.9,5290.47,15783979.919999998,871,1231,593,1291,425,1126,340,803,1254,1245,1091,123,1042,850,692,413,1258,1073,690,1073
New Iberia,LA,2625656,80.4,4123.090000000001,1916649.1199999999,525,300,619,395,1304,1002,746,1218,1021,429,671,717,1264,303,133,427,69,1348,1020,1348
New London,CT,1194204,39.5,4926.070000000001,8086117.36,281,175,409,1087,1201,597,128,988,57,1131,400,782,906,231,509,414,485,1083,638,1083
New London,MO,180268,42.8,5853.670000000001,293359.83999999997,1190,714,806,1262,532,746,604,997,132,163,530,165,983,206,33,513,343,799,135,799
New Market,TN,326964,62.5,5697.280000000001,1398756.72,395,616,994,385,707,198,458,255,1118,1222,104,186,339,751,940,418,514,766,437,766
New Orleans,LA,16551260,179.8,3348.4,23153306.4,825,122,1218,431,355,1251,778,264,147,1253,703,146,841,1369,410,483,276,385,1181,385
New Richland,MN,101332,70.50000000000001,5533.13,1706663.5999999999,114,787,157,1297,338,702,1019,1241,38,914,861,876,238,1084,849,811,140,139,70,139
New Rockford,ND,72072,48.5,5550.870000000001,73520.87999999999,1071,865,285,1290,767,41,1094,442,146,328,584,435,824,208,1162,836,826,452,1234,452
New Vienna,OH,147928,79.0,5838.26,1031740.4,64,332,1198,1271,840,822,393,667,158,1236,1330,952,167,191,47,419,891,92,163,92
New York,NY,65442740,67.1,3570.31,53775279.599999994,651,703,979,408,84,879,354,356,1176,167,1272,210,1077,1067,652,308,844,1204,1236,1204
Newark,DE,6044808,42.2,4140.08,16314814.879999999,638,120,840,870,1238,687,47,913,1333,1010,1021,192,764,770,1042,593,591,455,1189,455
Newark,NJ,12097008,66.1,2882.21,21780832.8,468,384,1235,911,1134,729,29,1109,1132,576,1004,807,1322,1049,405,477,285,1217,977,1217
Newark,NY,600160,49.7,5600.290000000001,2621807.6,879,1131,998,935,699,841,950,1057,1310,1234,1238,1259,985,471,537,621,391,1309,179,1309
Newberg,OR,1214400,65.2,5045.530000000001,2682511.44,1273,1047,295,320,68,531,622,969,778,1116,1221,1148,1192,590,135,296,727,886,1132,886
Newberry,MI,232012,91.7,4968.76,128317.12,1303,289,724,300,1189,928,786,444,166,1051,668,526,822,1128,1157,421,785,1189,781,1189
Newburgh,IN,1489972,44.3,5718.180000000001,1819940.0,992,1082,387,1015,508,544,154,534,999,1337,77,392,930,974,338,819,1187,1068,531,1068
Newcastle,TX,41888,55.5,5355.22,41810.719999999994,902,1039,114,799,97,1134,64,36,1151,509,168,589,1372,1235,296,588,163,1290,1102,1290
Newport,RI,1063392,34.1,5385.210000000001,2491672.08,714,447,1368,1137,40,420,147,124,1145,127,583,442,203,686,725,510,613,1153,1255,1153
Newport News,VA,7772512,63.900000000000006,3436.8,5020734.319999999,417,1160,773,46,1170,724,638,956,1323,713,1270,1267,637,510,1347,827,989,837,143,837
Newton,WI,67540,40.0,5643.74,2480802.6399999997,892,772,562,844,430,870,1246,1012,767,112,402,147,769,663,1079,423,1164,1186,208,1186
Newtown,PA,1236048,20.4,5343.33,19546744.799999997,191,1200,1022,17,479,284,1227,989,573,190,452,737,216,278,468,504,89,759,591,759
Nicholasville,KY,1762816,75.7,5586.75,1404581.76,657,650,200,85,1028,1062,331,979,310,198,419,354,866,82,319,298,279,1299,484,1299
Nicollet,MN,87208,34.0,5607.4800000000005,1135414.4,597,1313,131,1056,749,174,376,1281,1360,966,522,298,1347,220,887,842,1255,1368,1138,1368
Nineveh,IN,172172,55.0,5857.330000000001,428214.23999999993,56,354,554,242,869,443,141,828,336,577,562,493,277,50,884,806,645,708,1273,708
Noatak,AK,22528,84.2,863.0700000000002,158512.88,131,973,384,721,604,1045,1324,289,1303,1295,61,1262,1114,117,345,428,763,484,427,484
Noblesville,IN,1511268,83.0,5334.765,12693505.919999998,628,744,963,888,304,773,1062,719,360,817,704,1317,1029,631,1314,434,21,367,848,367
Norfolk,VA,10528804,81.6,3376.4500000000003,6187678.4799999995,1155,288,583,1105,1039,430,132,1195,270,675,699,321,1057,1333,1180,792,153,1215,116,1215
Normal,IL,2289628,37.4,5091.570000000001,5521463.6,1211,307,3,1327,1223,2,149,1197,1241,1168,948,544,1373,867,323,516,468,412,1333,412
Norman,OK,4943840,76.4,4854.475,9162600.96,529,9,1315,355,327,96,512,821,1293,886,1092,69,1239,778,258,795,1319,979,1051,979
North Augusta,SC,2033592,61.0,4006.51,614368.08,1334,662,74,577,321,1200,1261,819,293,1038,523,904,748,342,1231,489,432,420,1239,420
North Carrollton,MS,19228,82.2,4367.780000000001,225730.48,839,926,945,1156,1064,997,1127,328,646,211,1361,108,1317,124,286,636,1121,618,622,618
North East,PA,538076,66.1,5349.900000000001,7815606.399999999,341,385,785,898,1174,1039,422,284,932,1,529,127,174,1364,63,439,551,410,1311,410
North Little Rock,AR,4005760,69.6,3880.81,10970438.0,429,830,892,1293,998,925,982,345,467,530,323,50,994,1100,936,797,1068,608,1357,608
North Platte,NE,1283480,56.2,5925.150000000001,13532.88,583,461,879,1286,1373,47,1282,547,505,404,919,1335,614,360,1334,845,112,98,954,98
Norton,VA,270776,96.8,5372.27,110543.91999999998,533,555,474,481,1226,583,509,683,1243,1218,326,159,707,620,1046,405,1189,362,1295,362
Norwalk,IA,485760,25.6,5814.959999999999,1520674.5599999998,1149,249,767,859,697,195,438,949,676,1049,921,931,621,1065,1312,583,114,1154,956,1154
Nowata,OK,261624,35.2,4528.099999999999,2559470.0,536,401,256,386,746,1279,609,379,838,1005,848,482,1342,322,237,594,1082,510,468,510
Oak Grove,LA,357280,114.6,5101.78,238620.08,1201,1150,1251,1149,363,148,744,787,1318,434,375,1130,57,805,231,411,119,902,232,902
Oakhurst,CA,365992,90.7,3284.5200000000004,3224639.5999999996,626,101,1271,83,1280,1064,548,1107,1221,122,927,173,73,1255,461,798,469,810,170,810
Oberlin,OH,499136,59.8,5088.230000000001,8419260.16,1008,1070,800,635,1164,526,479,391,858,1352,484,1352,185,386,757,436,987,535,584,535
Odessa,TX,5976784,47.2,3346.03,4264107.84,167,719,57,823,279,525,16,374,1001,12,1007,205,1249,481,847,321,288,890,957,890
Ogden,UT,8080864,46.6,5024.14,6656266.159999999,865,1263,702,648,747,1313,85,846,878,320,1187,320,873,526,814,39,286,364,1202,364
Okeechobee,FL,1895872,110.7,4456.889999999999,804664.16,708,945,107,1146,369,621,1200,463,1107,585,1135,355,227,85,1149,236,47,859,856,859
Olla,LA,136488,81.2,5059.37,240863.84,580,422,533,263,769,15,1212,631,1048,520,1154,1010,1302,28,1198,441,1259,617,1291,617
Omaha,NE,22469260,55.2,4688.450000000001,16863042.64,826,428,697,1298,259,367,178,185,468,624,1068,1355,924,832,1315,1272,255,1303,285,1303
Omaha,TX,121220,84.6,3760.4799999999996,843407.6,157,516,166,315,605,247,366,1290,835,833,1156,843,898,1291,400,362,556,208,197,208
Onawa,IA,156464,59.3,5825.88,253447.6,1368,380,682,435,497,889,636,1177,428,901,729,512,1183,209,1221,1148,877,905,985,905
Oneida,TN,415712,102.3,5931.040000000001,473576.72,484,944,1338,393,1358,578,563,1185,163,601,867,1266,353,1006,84,818,1021,471,112,471
Opelika,AL,1698840,81.2,3669.2899999999995,1394396.72,521,731,116,755,850,131,172,225,740,900,993,723,1087,451,384,1110,107,966,658,966
Orange,TX,2146100,55.9,5197.33,2165782.0799999996,1181,214,817,834,201,1066,158,1056,897,1272,786,1212,993,1341,831,544,753,1123,1194,1123
Ore City,TX,169928,51.5,5167.66,1024728.88,1013,921,808,676,129,427,806,228,444,1368,434,58,852,1319,566,88,36,1356,518,1356
Orocovis,PR,1002276,376.7,1857.79,1184578.88,668,1225,481,974,1163,1278,541,138,909,1039,417,220,197,1234,178,551,1247,178,175,178
Oshkosh,WI,3471820,42.6,5546.5199999999995,5227160.24,1370,1243,538,1245,513,1166,1043,235,589,481,826,1129,305,779,1055,462,5,402,575,402
Otsego,MI,385528,46.900000000000006,5552.5,3105963.92,720,894,1027,718,17,995,1034,1295,1133,1065,706,879,1325,1106,868,366,1236,526,1371,526
Owasso,OK,1680888,62.7,4248.6,18390491.6,407,1132,405,774,5,1194,1080,647,1226,687,191,902,282,121,1045,561,946,702,1094,702
Owenton,KY,306636,62.8,5837.69,264877.92,872,286,1014,840,488,737,1112,1168,564,259,195,708,114,180,83,105,1348,1180,825,1180
Oxford,GA,521884,56.1,4937.870000000001,2283167.2800000003,514,1222,571,154,1006,325,726,1141,384,1080,579,1358,504,716,403,1065,346,1346,361,1346
Oxford,NC,1088252,58.5,4101.83,1469435.76,989,135,1264,744,866,810,225,76,96,247,374,174,222,734,905,460,251,1081,1359,1081
Paducah,KY,2471392,70.0,5265.220000000001,1766053.52,306,1144,126,677,20,298,336,621,288,1047,1186,957,1248,442,1328,1266,834,1201,64,1201
Pageland,SC,448360,98.2,4235.4,1078387.76,19,192,2,650,561,1169,451,506,23,808,450,1097,603,618,310,1195,535,137,728,137
Pagosa Springs,CO,496100,33.8,5908.3099999999995,27538.399999999998,1326,802,180,1319,432,900,1101,502,701,607,49,791,215,462,61,1189,62,878,605,878
Paicines,CA,27676,40.400000000000006,3313.6600000000003,1597147.0399999998,781,386,305,1005,578,81,1238,1160,1146,180,203,993,607,1349,30,1206,136,1077,334,1077
Painesville,OH,2447192,32.7,5562.16,7137486.399999999,693,1306,908,1312,46,1037,406,1154,316,325,330,1157,67,964,603,1054,462,591,306,591
Palestine,TX,1695980,72.5,4245.72,1207595.76,443,565,66,679,842,348,263,599,1051,1192,1328,424,190,422,316,56,1286,657,396,657
Palisade,MN,43164,39.8,5749.120000000002,391108.55999999994,1091,1198,779,31,1087,1373,144,559,73,330,1113,767,195,129,1113,1055,170,536,1081,536
Palmer,NE,44132,36.2,5862.890000000001,200006.39999999997,836,804,1182,616,1269,664,1055,573,388,1096,596,144,1351,682,1186,609,1077,447,625,447
Palo Alto,CA,3966820,28.4,3129.16,23530227.44,1054,908,198,770,932,261,850,15,509,906,1008,1356,938,968,189,1279,1328,1107,173,1107
Pampa,TX,898876,47.7,4544.33,574406.88,460,413,803,709,857,962,767,570,1106,414,391,675,1083,645,850,607,403,297,676,297
Paragould,AR,1559976,79.4,5023.01,2768274.8,1016,561,1152,201,1225,1206,161,533,192,1135,393,1100,1140,385,209,168,605,1275,1179,1275
Parker,SD,81752,31.4,5851.169999999999,258376.4,878,331,710,183,1114,135,1004,950,341,1188,781,24,304,1018,623,1211,386,838,1245,838
Parkersburg,WV,2009216,68.8,5824.21,2236439.52,1251,1061,574,174,1000,933,1293,1106,1214,108,1179,1293,118,670,1224,162,1063,1090,1222,1090
Parma,MI,260568,72.2,5341.380000000001,3963530.1599999997,416,146,559,478,312,854,465,1023,730,438,1178,729,1330,120,1253,582,1277,1323,858,1323
Patillas,PR,833404,206.7,1852.3899999999999,237225.19999999998,221,619,858,862,248,1108,1217,908,1004,109,686,1078,701,1272,609,452,951,468,951,468
Patterson,GA,131824,71.3,4649.8,430226.48,881,866,342,790,905,977,1067,959,148,1349,1125,334,667,719,1132,440,1093,1326,937,1326
Paul,ID,139700,60.6,4507.17,586431.5199999999,1081,89,989,330,1307,515,792,229,371,763,106,1312,1080,923,422,1117,1262,996,760,996
Paulding,OH,270380,45.599999999999994,5709.62,525449.12,882,810,653,639,877,1277,34,872,1070,141,468,1096,567,528,102,666,1338,288,719,288
Pawling,NY,316668,32.900000000000006,4775.300000000001,8745144.239999998,206,789,651,259,72,1089,1077,863,53,1174,1254,788,372,565,1138,1160,473,940,1073,940
Payette,ID,425348,66.9,5133.48,571490.3200000001,1275,1175,643,930,333,894,343,263,704,849,885,197,1329,1037,1226,410,1251,1139,965,1139
Pecos,TX,553168,65.8,2650.1699999999996,290157.04,151,596,606,741,337,1225,1321,1292,64,1180,883,888,400,524,977,634,408,270,580,270
Peebles,OH,360756,89.5,5827.5700000000015,601654.88,298,1268,1181,726,955,1210,527,450,156,927,575,263,389,150,337,175,1045,707,989,707
Pelham,AL,1003024,29.1,5051.42,6161869.999999999,682,718,693,204,1175,441,177,824,654,1345,777,897,158,7,334,1126,366,1177,1261,1177
Pellston,MI,71764,38.8,5588.46,965164.48,718,1025,1196,866,791,134,1,316,684,730,170,670,1046,529,924,1223,1003,1218,114,1218
Pensacola,FL,11005984,66.8,4377.240000000001,7928810.08,146,813,772,488,1078,1120,500,82,1141,1284,158,464,115,897,709,130,837,1337,922,1337
Penuelas,PR,1139908,382.0,1872.525,610817.12,610,843,446,563,29,1294,165,1346,1190,591,662,1013,625,1301,1244,1130,1053,22,788,22
Perry,FL,890604,41.9,4738.35,435376.8,1255,1280,809,517,252,800,344,1347,448,467,65,145,803,569,993,1131,700,167,967,167
Petersburg,AK,139260,28.8,4392.619999999999,101561.28,331,311,83,110,926,1094,992,163,313,969,127,1366,1290,375,259,656,1031,698,950,698
Petersburg,IL,263340,49.099999999999994,5862.1900000000005,380345.04,1151,541,379,631,709,286,1303,1349,679,466,335,1291,68,619,815,1225,857,339,671,339
Petersburg,VA,2691084,120.8,2058.6400000000003,784707.9999999999,942,164,846,92,438,548,107,137,10,1280,576,5,1222,1219,438,651,243,377,109,377
Philadelphia,MS,1076416,91.0,3927.6799999999994,746278.56,387,1089,881,514,896,390,1273,779,922,1274,150,783,1000,1025,1172,648,651,183,613,183
Philadelphia,PA,65916048,100.80000000000001,3013.86,38952733.68,591,100,824,4,694,681,631,1243,1144,1321,1182,1124,486,271,982,1149,960,1171,1252,1171
